sample_id,original_record_id,original_filepath,original_relative_path,label,partition,fold,augmentation_type,augmentation_params,augmentation_index,seed,output_reference
aug_77bcea35cb350d0124c1,rec_2fbe8d849db8271b15ba,D:\INFANT CRY\data_set_dbl_split\train\belly_pain\2901_M_eairh.wav,belly_pain/2901_M_eairh.wav,belly_pain,train,2,gaussian_noise,"{""noise_factor"":0.00527719}",0,8733499070140188711,virtual:aug_77bcea35cb350d0124c1
aug_0ac0290c85ecb7cfcf0f,rec_5d81264429765a29a2c1,D:\INFANT CRY\data_set_dbl_split\train\belly_pain\1370_M_eairh.wav,belly_pain/1370_M_eairh.wav,belly_pain,train,2,pitch_shift,"{""steps"":0.984478}",1,16734816842218024881,virtual:aug_0ac0290c85ecb7cfcf0f
aug_497494fd3bfe80984a3c,rec_9ef4cab50c9a56e3bd9a,D:\INFANT CRY\data_set_dbl_split\train\belly_pain\4758_M_eairh.wav,belly_pain/4758_M_eairh.wav,belly_pain,train,2,pitch_shift,"{""steps"":-1.141289}",2,12645239157975733208,virtual:aug_497494fd3bfe80984a3c
aug_d227f96e07f76449e6a8,rec_f3c9e9d220dc2e97e90a,D:\INFANT CRY\data_set_dbl_split\train\belly_pain\2760_F_eairh.wav,belly_pain/2760_F_eairh.wav,belly_pain,train,2,time_stretch,"{""rate"":1.105854}",3,6020667097543097187,virtual:aug_d227f96e07f76449e6a8
aug_6b0fabb65169071825a1,rec_e41629e8492bfc07276b,D:\INFANT CRY\data_set_dbl_split\train\belly_pain\3151_M_eairh.wav,belly_pain/3151_M_eairh.wav,belly_pain,train,2,time_stretch,"{""rate"":0.887886}",4,9402483809158414133,virtual:aug_6b0fabb65169071825a1
aug_f74d1d281566ab182b20,rec_b9167ff33ed6aa5cabea,D:\INFANT CRY\data_set_dbl_split\train\belly_pain\4452_F_eairh.wav,belly_pain/4452_F_eairh.wav,belly_pain,train,2,time_shift,"{""fraction"":-0.071048}",5,3886547747480360460,virtual:aug_f74d1d281566ab182b20
aug_d220d2d3774ed35038aa,rec_7c9fa2018ccd9fa62207,D:\INFANT CRY\data_set_dbl_split\train\belly_pain\3492_F_eairh.wav,belly_pain/3492_F_eairh.wav,belly_pain,train,2,gaussian_noise,"{""noise_factor"":0.002721069}",6,12466268612774576161,virtual:aug_d220d2d3774ed35038aa
aug_dfd8e7b652c52999746a,rec_cd6ec618a07ea9574302,D:\INFANT CRY\data_set_dbl_split\train\belly_pain\2994_M_eairh.wav,belly_pain/2994_M_eairh.wav,belly_pain,train,2,pitch_shift,"{""steps"":2.039732}",7,9516298654218012337,virtual:aug_dfd8e7b652c52999746a
aug_ccc6584cd0baccdbb3ae,rec_71271d173296dd73b1cc,D:\INFANT CRY\data_set_dbl_split\train\belly_pain\dunstan-eairh_49.wav,belly_pain/dunstan-eairh_49.wav,belly_pain,train,2,pitch_shift,"{""steps"":-2.170425}",8,7231778684863558926,virtual:aug_ccc6584cd0baccdbb3ae
aug_cd99fb3f27df6ddc97cf,rec_50da61b23db30480db84,D:\INFANT CRY\data_set_dbl_split\train\belly_pain\4601_M_eairh.wav,belly_pain/4601_M_eairh.wav,belly_pain,train,2,time_stretch,"{""rate"":1.19746}",9,14361751564507102156,virtual:aug_cd99fb3f27df6ddc97cf
aug_aa35e830d499bdb5d31c,rec_886741e63dcc59e4d15d,D:\INFANT CRY\data_set_dbl_split\train\belly_pain\dunstan-eairh_2.wav,belly_pain/dunstan-eairh_2.wav,belly_pain,train,2,time_stretch,"{""rate"":0.815942}",10,8676391901402156665,virtual:aug_aa35e830d499bdb5d31c
aug_7ad44c8b79083a6bef77,rec_212b93ff5570b7840e1a,D:\INFANT CRY\data_set_dbl_split\train\belly_pain\419_M_eairh.wav,belly_pain/419_M_eairh.wav,belly_pain,train,2,gaussian_noise,"{""noise_factor"":0.005019362}",11,15627528912856614830,virtual:aug_7ad44c8b79083a6bef77
aug_08f3a9b0f18f6056599d,rec_bc25d1ebb8434b66682a,D:\INFANT CRY\data_set_dbl_split\train\belly_pain\2293_F_eairh.wav,belly_pain/2293_F_eairh.wav,belly_pain,train,2,pitch_shift,"{""steps"":1.106304}",12,6458268667257524164,virtual:aug_08f3a9b0f18f6056599d
aug_2cdf0918dd25a1b0138f,rec_519de6d134c08a715f7a,D:\INFANT CRY\data_set_dbl_split\train\belly_pain\4437_M_eairh.wav,belly_pain/4437_M_eairh.wav,belly_pain,train,2,pitch_shift,"{""steps"":-1.078617}",13,6362767259644056018,virtual:aug_2cdf0918dd25a1b0138f
