sample_id,original_record_id,original_filepath,original_relative_path,label,partition,fold,augmentation_type,augmentation_params,augmentation_index,seed,output_reference
aug_1a0cf24eccf348b713e8,rec_ba52e0a6338d8ae240d8,D:\INFANT CRY\data_set_dbl_split\train\belly_pain\dunstan-eairh_19.wav,belly_pain/dunstan-eairh_19.wav,belly_pain,train,5,gaussian_noise,"{""noise_factor"":0.004624549}",0,13601418459022826461,virtual:aug_1a0cf24eccf348b713e8
aug_964b51f18956bc68239f,rec_5d81264429765a29a2c1,D:\INFANT CRY\data_set_dbl_split\train\belly_pain\1370_M_eairh.wav,belly_pain/1370_M_eairh.wav,belly_pain,train,5,pitch_shift,"{""steps"":0.831902}",1,7677037081309022283,virtual:aug_964b51f18956bc68239f
aug_4c8f0bce8ccc3b339d01,rec_0213f75c14f4849c2a83,D:\INFANT CRY\data_set_dbl_split\train\belly_pain\dunstan-eairh_41.wav,belly_pain/dunstan-eairh_41.wav,belly_pain,train,5,pitch_shift,"{""steps"":-1.07704}",2,12029018049172585058,virtual:aug_4c8f0bce8ccc3b339d01
aug_463e1db4bb09b0574a87,rec_5e6be8ab7bbd234bfa10,D:\INFANT CRY\data_set_dbl_split\train\belly_pain\323_M_eairh.wav,belly_pain/323_M_eairh.wav,belly_pain,train,5,time_stretch,"{""rate"":1.101479}",3,12180945347188563406,virtual:aug_463e1db4bb09b0574a87
aug_506404e4729fcb1001ca,rec_6a612fdb6f32216b009d,D:\INFANT CRY\data_set_dbl_split\train\belly_pain\dunstan-eairh_60.wav,belly_pain/dunstan-eairh_60.wav,belly_pain,train,5,time_stretch,"{""rate"":0.891975}",4,17755556417184902989,virtual:aug_506404e4729fcb1001ca
aug_5a9fb181396be1482499,rec_983c3aa745cbf8ace922,D:\INFANT CRY\data_set_dbl_split\train\belly_pain\dunstan-eairh_22.wav,belly_pain/dunstan-eairh_22.wav,belly_pain,train,5,time_shift,"{""fraction"":0.0285505}",5,11603917929816673843,virtual:aug_5a9fb181396be1482499
aug_15544f66ac35cf8df8f9,rec_db0170c6e9143b76c98f,D:\INFANT CRY\data_set_dbl_split\train\belly_pain\1215_M_eairh.wav,belly_pain/1215_M_eairh.wav,belly_pain,train,5,gaussian_noise,"{""noise_factor"":0.002710437}",6,13081493917478904141,virtual:aug_15544f66ac35cf8df8f9
aug_ce872384da787b76b498,rec_886741e63dcc59e4d15d,D:\INFANT CRY\data_set_dbl_split\train\belly_pain\dunstan-eairh_2.wav,belly_pain/dunstan-eairh_2.wav,belly_pain,train,5,pitch_shift,"{""steps"":2.112699}",7,18218506346234019573,virtual:aug_ce872384da787b76b498
aug_3d2f96d0a890f3c340e4,rec_cd6ec618a07ea9574302,D:\INFANT CRY\data_set_dbl_split\train\belly_pain\2994_M_eairh.wav,belly_pain/2994_M_eairh.wav,belly_pain,train,5,pitch_shift,"{""steps"":-2.027665}",8,1198782708545966670,virtual:aug_3d2f96d0a890f3c340e4
aug_eaee84d3b8eed1b09c5e,rec_49997b84581d28fe47cf,D:\INFANT CRY\data_set_dbl_split\train\belly_pain\1498_M_eairh.wav,belly_pain/1498_M_eairh.wav,belly_pain,train,5,time_stretch,"{""rate"":1.217069}",9,1045077696667352851,virtual:aug_eaee84d3b8eed1b09c5e
aug_0cc973de53481dcd1941,rec_8edd741f68bb4fc40004,D:\INFANT CRY\data_set_dbl_split\train\belly_pain\446_M_eairh.wav,belly_pain/446_M_eairh.wav,belly_pain,train,5,time_stretch,"{""rate"":0.809024}",10,16966356351783664001,virtual:aug_0cc973de53481dcd1941
aug_1008b6ebf13fcc7147d4,rec_7923b3cade105f0c3c70,D:\INFANT CRY\data_set_dbl_split\train\belly_pain\2651_F_eairh.wav,belly_pain/2651_F_eairh.wav,belly_pain,train,5,gaussian_noise,"{""noise_factor"":0.005012065}",11,13398803710597990897,virtual:aug_1008b6ebf13fcc7147d4
aug_0d0859cf87a1eded02f0,rec_9fe218fb42a48370949d,D:\INFANT CRY\data_set_dbl_split\train\belly_pain\476_M_eairh.wav,belly_pain/476_M_eairh.wav,belly_pain,train,5,pitch_shift,"{""steps"":1.154711}",12,17758521018071414573,virtual:aug_0d0859cf87a1eded02f0
aug_5e6e3a2d558b7909e2ff,rec_cc6172b8bd33735c82c6,D:\INFANT CRY\data_set_dbl_split\train\belly_pain\2819_M_eairh.wav,belly_pain/2819_M_eairh.wav,belly_pain,train,5,pitch_shift,"{""steps"":-0.963541}",13,3816538042786665721,virtual:aug_5e6e3a2d558b7909e2ff
aug_b8af7f6ad66934d37388,rec_d9029df6f0570483478b,D:\INFANT CRY\data_set_dbl_split\train\belly_pain\393_M_eairh.wav,belly_pain/393_M_eairh.wav,belly_pain,train,5,time_stretch,"{""rate"":1.078617}",14,9419386393865707351,virtual:aug_b8af7f6ad66934d37388
aug_c03aa212893e8ff323d6,rec_9516de195d0ec83f4725,D:\INFANT CRY\data_set_dbl_split\train\belly_pain\3195_M_eairh.wav,belly_pain/3195_M_eairh.wav,belly_pain,train,5,time_stretch,"{""rate"":0.922312}",15,11759909467756892877,virtual:aug_c03aa212893e8ff323d6
aug_4c1839b002c9bc662b9b,rec_bc38ab67adac26f034e8,D:\INFANT CRY\data_set_dbl_split\train\belly_pain\dunstan-eairh_13.wav,belly_pain/dunstan-eairh_13.wav,belly_pain,train,5,time_shift,"{""fraction"":-0.0525994}",16,13559543611274414364,virtual:aug_4c1839b002c9bc662b9b
aug_4cd45d6abb4a9084b5dd,rec_a5ec4310f567f29fe0e6,D:\INFANT CRY\data_set_dbl_split\train\belly_pain\3482_M_eairh.wav,belly_pain/3482_M_eairh.wav,belly_pain,train,5,gaussian_noise,"{""noise_factor"":0.002677855}",17,18121468045733849481,virtual:aug_4cd45d6abb4a9084b5dd
aug_0a737a6fd72a4d30aa3f,rec_6de25635db4018c640cb,D:\INFANT CRY\data_set_dbl_split\train\belly_pain\3077_F_eairh.wav,belly_pain/3077_F_eairh.wav,belly_pain,train,5,pitch_shift,"{""steps"":2.196951}",18,13384587364834505520,virtual:aug_0a737a6fd72a4d30aa3f
