record_id,relative_path,source_label,model_label,source_dataset,sha256,status,exclusion_reason,canonical_record_id,group_id,group_rule
rec_f7aa0133337ace60d555,belly_pain/1028_M_eairh.wav,belly_pain,belly_pain,infantcry_dbl,1815b60cfdd808b3732a493c135eec5819d84ba30227cda1bbd1617e563f4b96,eligible,,rec_f7aa0133337ace60d555,sha256:1815b60cfdd808b3732a493c135eec5819d84ba30227cda1bbd1617e563f4b96,exact_content_sha256
rec_8eb32d69e06ea5b93592,belly_pain/1092_M_eairh.wav,belly_pain,belly_pain,infantcry_dbl,69f6e5c9358418b1a1a98ad6786bffe2387d802a50d8454e732e4699ea5eec25,eligible,,rec_8eb32d69e06ea5b93592,sha256:69f6e5c9358418b1a1a98ad6786bffe2387d802a50d8454e732e4699ea5eec25,exact_content_sha256
rec_0b9af0e67cf59b30d056,belly_pain/150_F_eairh.wav,belly_pain,belly_pain,infantcry_dbl,af3f4141a7451b7b346c7f6cb59e2dd47af327670a6fb46450c49e40302a06b7,eligible,,rec_0b9af0e67cf59b30d056,sha256:af3f4141a7451b7b346c7f6cb59e2dd47af327670a6fb46450c49e40302a06b7,exact_content_sha256
rec_0f7758c9a54b36ecee7a,belly_pain/1670_M_eairh.wav,belly_pain,belly_pain,infantcry_dbl,4e2a7a3a612de39d14a4051eda442269c7dec9f579d7e2e0f15cb86849d76f02,eligible,,rec_0f7758c9a54b36ecee7a,sha256:4e2a7a3a612de39d14a4051eda442269c7dec9f579d7e2e0f15cb86849d76f02,exact_content_sha256
rec_58113129639f4f58594e,belly_pain/1717_M_eairh.wav,belly_pain,belly_pain,infantcry_dbl,5e15d7298526400abf1e1d7f7ff8d728c0012880c6e8d64bd03f24d13649f83e,eligible,,rec_58113129639f4f58594e,sha256:5e15d7298526400abf1e1d7f7ff8d728c0012880c6e8d64bd03f24d13649f83e,exact_content_sha256
rec_e4305552c853d3129629,belly_pain/1799_M_eairh.wav,belly_pain,belly_pain,infantcry_dbl,870ce609f02cd1cd90caad27a3a4185f2bec92bac0d859f106d730495f165808,eligible,,rec_e4305552c853d3129629,sha256:870ce609f02cd1cd90caad27a3a4185f2bec92bac0d859f106d730495f165808,exact_content_sha256
rec_d77353847543588b42db,belly_pain/2293_M_eairh.wav,belly_pain,belly_pain,infantcry_dbl,aca4b7305deed3249959c15af9c187af4dbbb9f57077054607f532b2fcc21dc1,eligible,,rec_d77353847543588b42db,sha256:aca4b7305deed3249959c15af9c187af4dbbb9f57077054607f532b2fcc21dc1,exact_content_sha256
rec_9667df810f047cc9b8c3,belly_pain/2506_F_eairh.wav,belly_pain,belly_pain,infantcry_dbl,dd75169a7dd81fce113a84cc763c71d437fa78c32142d8f631d1293b3430c3ea,eligible,,rec_9667df810f047cc9b8c3,sha256:dd75169a7dd81fce113a84cc763c71d437fa78c32142d8f631d1293b3430c3ea,exact_content_sha256
rec_ed733972507d8d34de83,belly_pain/2584_M_eairh.wav,belly_pain,belly_pain,infantcry_dbl,d380f290eb76324cac84d9a660c81e6621785c238e3c82b041725c6529db5c1f,eligible,,rec_ed733972507d8d34de83,sha256:d380f290eb76324cac84d9a660c81e6621785c238e3c82b041725c6529db5c1f,exact_content_sha256
rec_dad159e95486efda5c73,belly_pain/2595_F_eairh.wav,belly_pain,belly_pain,infantcry_dbl,0562b4dafe8d44b36300b59a0ce723fb738d0412c75a94d7ebb8fdd723cbe4a0,eligible,,rec_dad159e95486efda5c73,sha256:0562b4dafe8d44b36300b59a0ce723fb738d0412c75a94d7ebb8fdd723cbe4a0,exact_content_sha256
rec_96a19be7075fda184275,belly_pain/2705_M_eairh.wav,belly_pain,belly_pain,infantcry_dbl,ea4bfd98cd670cd95727ccae773dc4aed6e2fc456355a90de4b5e49fcabfb74f,eligible,,rec_96a19be7075fda184275,sha256:ea4bfd98cd670cd95727ccae773dc4aed6e2fc456355a90de4b5e49fcabfb74f,exact_content_sha256
rec_8c1cc2504786b1a0a31e,belly_pain/271_F_eairh.wav,belly_pain,belly_pain,infantcry_dbl,fe13c4fcc5d6d2adf720f3d304a0b0d763ddadb0c5e02ccd7532488122c2d615,eligible,,rec_8c1cc2504786b1a0a31e,sha256:fe13c4fcc5d6d2adf720f3d304a0b0d763ddadb0c5e02ccd7532488122c2d615,exact_content_sha256
rec_e4e2dee4ab106dd6cdee,belly_pain/2736_M_eairh.wav,belly_pain,belly_pain,infantcry_dbl,774aaa7bf3e4d37e8775bf928b6dc2bb1e4926711d91c24b338e5fb1ded301d7,eligible,,rec_e4e2dee4ab106dd6cdee,sha256:774aaa7bf3e4d37e8775bf928b6dc2bb1e4926711d91c24b338e5fb1ded301d7,exact_content_sha256
rec_5cc7b47a017657020f7b,belly_pain/3048_M_eairh.wav,belly_pain,belly_pain,infantcry_dbl,bc131c120020e9884f13e29050fa8c79b801c1131fcdee07bfbb40e601354a53,eligible,,rec_5cc7b47a017657020f7b,sha256:bc131c120020e9884f13e29050fa8c79b801c1131fcdee07bfbb40e601354a53,exact_content_sha256
rec_632307fce7681c897669,belly_pain/305_M_eairh.wav,belly_pain,belly_pain,infantcry_dbl,8957d3325b1a4050fec11c4b0d920f2b8c49e1c8e0ffe8586750f5fee51ca589,eligible,,rec_632307fce7681c897669,sha256:8957d3325b1a4050fec11c4b0d920f2b8c49e1c8e0ffe8586750f5fee51ca589,exact_content_sha256
rec_05d31e9992b4ca0d1f40,belly_pain/3289_M_eairh.wav,belly_pain,belly_pain,infantcry_dbl,88673c2bb45e95a94e01063ab6a7ab10a3a29cda2d7e8e01de647553179cad81,eligible,,rec_05d31e9992b4ca0d1f40,sha256:88673c2bb45e95a94e01063ab6a7ab10a3a29cda2d7e8e01de647553179cad81,exact_content_sha256
rec_ceea7b015d5261a84406,belly_pain/3350_M_eairh.wav,belly_pain,belly_pain,infantcry_dbl,0405cfb43514c38e58e681b0c55e1465552eb368b7dc3106703353f3a15a743a,eligible,,rec_ceea7b015d5261a84406,sha256:0405cfb43514c38e58e681b0c55e1465552eb368b7dc3106703353f3a15a743a,exact_content_sha256
rec_d317fc7e896941301794,belly_pain/3533_M_eairh.wav,belly_pain,belly_pain,infantcry_dbl,143a28761a9e0b6065bba3ea19be19d16337acb525d09aad3196051485461a5d,eligible,,rec_d317fc7e896941301794,sha256:143a28761a9e0b6065bba3ea19be19d16337acb525d09aad3196051485461a5d,exact_content_sha256
rec_a5b26de387718e3b46d5,belly_pain/3723_M_eairh.wav,belly_pain,belly_pain,infantcry_dbl,8955e80bb4aac34da5bf8dafda65ca4d07ca5c17d7da7f2491dc56acea415dd3,eligible,,rec_a5b26de387718e3b46d5,sha256:8955e80bb4aac34da5bf8dafda65ca4d07ca5c17d7da7f2491dc56acea415dd3,exact_content_sha256
rec_ddd48266409e05de5a7a,belly_pain/3735_M_eairh.wav,belly_pain,belly_pain,infantcry_dbl,e34ba6007660b677c2bc2519585bff42f5028491f5446f7a937227b832a9f124,eligible,,rec_ddd48266409e05de5a7a,sha256:e34ba6007660b677c2bc2519585bff42f5028491f5446f7a937227b832a9f124,exact_content_sha256
rec_2b0925458caaffe83ff7,belly_pain/4005_M_eairh.wav,belly_pain,belly_pain,infantcry_dbl,672e534f0f4cad7658d844d6e6fd96d9a5efe879262555475337cdfa4480afc1,eligible,,rec_2b0925458caaffe83ff7,sha256:672e534f0f4cad7658d844d6e6fd96d9a5efe879262555475337cdfa4480afc1,exact_content_sha256
rec_98f2da928ac3f3cdd97e,belly_pain/4535_F_eairh.wav,belly_pain,belly_pain,infantcry_dbl,aaba2196e74721c0917738f214c3eb2148aa52dd06b1fad742b2181da4d984bf,eligible,,rec_98f2da928ac3f3cdd97e,sha256:aaba2196e74721c0917738f214c3eb2148aa52dd06b1fad742b2181da4d984bf,exact_content_sha256
rec_17e5a897dd99e6fc6e3b,belly_pain/4579_M_eairh.wav,belly_pain,belly_pain,infantcry_dbl,3f9d493d1d866e6da33a474ab5678a7dbf09f1504c2d6d23d75377a7e166430a,eligible,,rec_17e5a897dd99e6fc6e3b,sha256:3f9d493d1d866e6da33a474ab5678a7dbf09f1504c2d6d23d75377a7e166430a,exact_content_sha256
rec_158ab09ffc58282591d5,belly_pain/4686_M_eairh.wav,belly_pain,belly_pain,infantcry_dbl,4f1ddf5da3587d60d3cb7c84f525bcd1388a2e87090419d1fc8fbaaefedab53c,eligible,,rec_158ab09ffc58282591d5,sha256:4f1ddf5da3587d60d3cb7c84f525bcd1388a2e87090419d1fc8fbaaefedab53c,exact_content_sha256
rec_6ec2f78f8a6c77bfa945,belly_pain/48105_M_eairh.wav,belly_pain,belly_pain,infantcry_dbl,aaba2196e74721c0917738f214c3eb2148aa52dd06b1fad742b2181da4d984bf,excluded,same_label_exact_duplicate,rec_98f2da928ac3f3cdd97e,,
