sample_id,original_record_id,original_filepath,original_relative_path,label,partition,fold,augmentation_type,augmentation_params,augmentation_index,seed,output_reference
aug_131299f46d7788594c46,rec_36666c11c2fd31a59262,D:\INFANT CRY\data_set_dbl_split\train\discomfort\86_F_heh.wav,discomfort/86_F_heh.wav,baby,train,1,gaussian_noise,"{""noise_factor"":0.004511666}",0,6209242868682786603,virtual:aug_131299f46d7788594c46
aug_ec668a0b64ef3eada62d,rec_6078ad0e8ea8a14799ba,D:\INFANT CRY\data_set_dbl_split\train\discomfort\4825_M_heh.wav,discomfort/4825_M_heh.wav,baby,train,1,pitch_shift,"{""steps"":0.921732}",1,1815406637713986217,virtual:aug_ec668a0b64ef3eada62d
aug_37eaff1b2755734bdccb,rec_473063a86a2fa3e42677,D:\INFANT CRY\data_set_dbl_split\train\burping\dunstan-eh_48.wav,burping/dunstan-eh_48.wav,baby,train,1,pitch_shift,"{""steps"":-0.98771}",2,15811192750785474812,virtual:aug_37eaff1b2755734bdccb
aug_3c9f27427091c8042185,rec_2074b86eecde9140b59b,D:\INFANT CRY\data_set_dbl_split\train\hungry\dunstan-neh_14.wav,hungry/dunstan-neh_14.wav,baby,train,1,time_stretch,"{""rate"":1.118854}",3,5689049752706761666,virtual:aug_3c9f27427091c8042185
aug_c459bb968fb57ae00581,rec_7c3c65da7a88a56a3da5,D:\INFANT CRY\data_set_dbl_split\train\hungry\dunstan-neh_38.wav,hungry/dunstan-neh_38.wav,baby,train,1,time_stretch,"{""rate"":0.904984}",4,6757325508458672036,virtual:aug_c459bb968fb57ae00581
aug_cb339b680c7c6f41a6c7,rec_6ac41708a7f3de4ed900,D:\INFANT CRY\data_set_dbl_split\train\belly_pain\dunstan-eairh_9.wav,belly_pain/dunstan-eairh_9.wav,baby,train,1,time_shift,"{""fraction"":0.0667234}",5,1976537377909798294,virtual:aug_cb339b680c7c6f41a6c7
aug_9dfe3590cb6d81deb6ae,rec_54896c135751fc926faf,D:\INFANT CRY\data_set_dbl_split\train\hungry\804_F_neh.wav,hungry/804_F_neh.wav,baby,train,1,gaussian_noise,"{""noise_factor"":0.002190941}",6,10451671044840584477,virtual:aug_9dfe3590cb6d81deb6ae
aug_d5f2bd5a76f6e7ee2b35,rec_aef5992e5f42844e0dda,D:\INFANT CRY\data_set_dbl_split\train\belly_pain\dunstan-eairh_53.wav,belly_pain/dunstan-eairh_53.wav,baby,train,1,pitch_shift,"{""steps"":1.98339}",7,15379658312543625017,virtual:aug_d5f2bd5a76f6e7ee2b35
aug_8c48713e7d2132b25fa7,rec_5e12d4152f25c8285f27,D:\INFANT CRY\data_set_dbl_split\train\burping\000543_M_heh.wav,burping/000543_M_heh.wav,baby,train,1,pitch_shift,"{""steps"":-1.973237}",8,13249710613354984384,virtual:aug_8c48713e7d2132b25fa7
aug_44b2d6ceb643e4e75c96,rec_e53691861d657ac50308,D:\INFANT CRY\data_set_dbl_split\train\tired\909_M_owh.wav,tired/909_M_owh.wav,baby,train,1,time_stretch,"{""rate"":1.211233}",9,5931695918183306954,virtual:aug_44b2d6ceb643e4e75c96
