sample_id,original_record_id,original_filepath,original_relative_path,label,partition,fold,augmentation_type,augmentation_params,augmentation_index,seed,output_reference
aug_aa63933cf2025b5b74ab,rec_ddde6ca071402ae58ddc,/mnt/d/INFANT CRY/data_set_dbl_split/train/tired/3135_F_owh.wav,tired/3135_F_owh.wav,baby,train,3,gaussian_noise,"{""noise_factor"":0.004832247}",0,9644306930801912372,virtual:aug_aa63933cf2025b5b74ab
aug_34a4fa12e67b3a05b95e,rec_a212ac00d7875487f586,/mnt/d/INFANT CRY/data_set_dbl_split/train/tired/1779_F_owh.wav,tired/1779_F_owh.wav,baby,train,3,pitch_shift,"{""steps"":0.933872}",1,13472172727467289684,virtual:aug_34a4fa12e67b3a05b95e
aug_02cd2bd719d2b90c1811,rec_572209fcf4431574a106,/mnt/d/INFANT CRY/data_set_dbl_split/train/hungry/1221_M_neh.wav,hungry/1221_M_neh.wav,baby,train,3,pitch_shift,"{""steps"":-0.934518}",2,6861993154034931876,virtual:aug_02cd2bd719d2b90c1811
aug_d902d73a73603b6efcfb,rec_82f5f9b88b7fc28f0a7c,/mnt/d/INFANT CRY/data_set_dbl_split/train/hungry/dunstan-neh_6.wav,hungry/dunstan-neh_6.wav,baby,train,3,time_stretch,"{""rate"":1.087714}",3,8749428555478161579,virtual:aug_d902d73a73603b6efcfb
aug_41175bb998d73d9210e2,rec_e26abf964087dae92623,/mnt/d/INFANT CRY/data_set_dbl_split/train/tired/2991_M_owh.wav,tired/2991_M_owh.wav,baby,train,3,time_stretch,"{""rate"":0.896173}",4,13830599907682864182,virtual:aug_41175bb998d73d9210e2
aug_af628d84c007cf48cede,rec_2303bec8201142fee34f,/mnt/d/INFANT CRY/data_set_dbl_split/train/tired/1551_F_owh.wav,tired/1551_F_owh.wav,baby,train,3,time_shift,"{""fraction"":-0.0099521}",5,5809598313298186365,virtual:aug_af628d84c007cf48cede
aug_6a16079ad7415bc9e197,rec_09745ee499f542515c18,/mnt/d/INFANT CRY/data_set_dbl_split/train/burping/223_M_eh.wav,burping/223_M_eh.wav,baby,train,3,gaussian_noise,"{""noise_factor"":0.002568029}",6,11058708980143170758,virtual:aug_6a16079ad7415bc9e197
aug_9615e4471f383c2e903c,rec_07bbcb1c1339e971458e,/mnt/d/INFANT CRY/data_set_dbl_split/train/hungry/dunstan-neh_2.wav,hungry/dunstan-neh_2.wav,baby,train,3,pitch_shift,"{""steps"":2.154309}",7,6787151889811846066,virtual:aug_9615e4471f383c2e903c
aug_3122bc3e1f4330d229ff,rec_631606b7209247dd5eae,/mnt/d/INFANT CRY/data_set_dbl_split/train/hungry/3514_M_neh.wav,hungry/3514_M_neh.wav,baby,train,3,pitch_shift,"{""steps"":-1.942272}",8,13480691648950218307,virtual:aug_3122bc3e1f4330d229ff
aug_1b2e5ee5638cc3656008,rec_d502e5aa8826a89c5dd6,/mnt/d/INFANT CRY/data_set_dbl_split/train/tired/3841_M_owh.wav,tired/3841_M_owh.wav,baby,train,3,time_stretch,"{""rate"":1.188729}",9,10452575410480752240,virtual:aug_1b2e5ee5638cc3656008
aug_5f560c7439b496646872,rec_ca339421dfb0063658f4,/mnt/d/INFANT CRY/data_set_dbl_split/train/tired/2321_M_owh.wav,tired/2321_M_owh.wav,baby,train,3,time_stretch,"{""rate"":0.793427}",10,7198030694244206394,virtual:aug_5f560c7439b496646872
aug_49c3affac98058494455,rec_afb181f3cad6d35b6e54,/mnt/d/INFANT CRY/data_set_dbl_split/train/tired/1671_F_owh.wav,tired/1671_F_owh.wav,baby,train,3,gaussian_noise,"{""noise_factor"":0.004399805}",11,7923374157129835893,virtual:aug_49c3affac98058494455
aug_997f145b921d65d1525c,rec_4cb288cfddc38ac25391,/mnt/d/INFANT CRY/data_set_dbl_split/train/burping/2369_M_eh.wav,burping/2369_M_eh.wav,baby,train,3,pitch_shift,"{""steps"":1.171957}",12,8136260087957299037,virtual:aug_997f145b921d65d1525c
aug_996bb4b332f2a0615278,rec_ed3dd6a09f8657788d18,/mnt/d/INFANT CRY/data_set_dbl_split/train/tired/1673_F_owh.wav,tired/1673_F_owh.wav,baby,train,3,pitch_shift,"{""steps"":-0.983488}",13,16676632482864762120,virtual:aug_996bb4b332f2a0615278
aug_7477c41ec97510354eed,rec_36dc78bde405c4a98143,/mnt/d/INFANT CRY/data_set_dbl_split/train/tired/2534_M_owh.wav,tired/2534_M_owh.wav,baby,train,3,time_stretch,"{""rate"":1.124631}",14,1805181107608947538,virtual:aug_7477c41ec97510354eed
aug_e53953a79f1ef35670f7,rec_d115cba322b06fb55589,/mnt/d/INFANT CRY/data_set_dbl_split/train/tired/234_M_owh.wav,tired/234_M_owh.wav,baby,train,3,time_stretch,"{""rate"":0.876891}",15,8832766904740196559,virtual:aug_e53953a79f1ef35670f7
aug_a3ef2eb5fdf5b5b53800,rec_3cd4d9b26dd63eaa41a9,/mnt/d/INFANT CRY/data_set_dbl_split/train/tired/3604_M_owh.wav,tired/3604_M_owh.wav,baby,train,3,time_shift,"{""fraction"":-0.0140539}",16,10949070780531307056,virtual:aug_a3ef2eb5fdf5b5b53800
aug_39d5f21df5e3b5dba3da,rec_ef7b9080ec661f007af8,/mnt/d/INFANT CRY/data_set_dbl_split/train/tired/1482_M_owh.wav,tired/1482_M_owh.wav,baby,train,3,gaussian_noise,"{""noise_factor"":0.002505637}",17,16928039044049113213,virtual:aug_39d5f21df5e3b5dba3da
aug_0659ca4feceebe09b430,rec_8f4ae3b0a43cca27a403,/mnt/d/INFANT CRY/data_set_dbl_split/train/hungry/dunstan-neh_39.wav,hungry/dunstan-neh_39.wav,baby,train,3,pitch_shift,"{""steps"":1.803196}",18,2961902464210980697,virtual:aug_0659ca4feceebe09b430
