sample_id,original_record_id,original_filepath,original_relative_path,label,partition,fold,augmentation_type,augmentation_params,augmentation_index,seed,output_reference
aug_aeb32e939dacfcf89ad7,rec_b2242a410e34ac87e103,D:\INFANT CRY\data_set_dbl_split\train\belly_pain\dunstan-eairh_7.wav,belly_pain/dunstan-eairh_7.wav,belly_pain,train,1,gaussian_noise,"{""noise_factor"":0.004445874}",0,17207591831338269176,virtual:aug_aeb32e939dacfcf89ad7
aug_47ddbd178ebdc6d308b4,rec_07826f6464f9e0639207,D:\INFANT CRY\data_set_dbl_split\train\belly_pain\dunstan-eairh_3.wav,belly_pain/dunstan-eairh_3.wav,belly_pain,train,1,pitch_shift,"{""steps"":1.116722}",1,6704418091803352287,virtual:aug_47ddbd178ebdc6d308b4
aug_db2950952bc40fe5ceda,rec_fefa338d580873c2cd3e,D:\INFANT CRY\data_set_dbl_split\train\belly_pain\1190_M_eairh.wav,belly_pain/1190_M_eairh.wav,belly_pain,train,1,pitch_shift,"{""steps"":-0.816337}",2,4556339932385277457,virtual:aug_db2950952bc40fe5ceda
aug_f759682caa0d80eb4a66,rec_7bfbf6df11a5121ca4c9,D:\INFANT CRY\data_set_dbl_split\train\belly_pain\934_M_eairh.wav,belly_pain/934_M_eairh.wav,belly_pain,train,1,time_stretch,"{""rate"":1.084331}",3,7249499927278469614,virtual:aug_f759682caa0d80eb4a66
aug_a3f4a9f18c2999908fc5,rec_02cdbe8c0204373d3f9c,D:\INFANT CRY\data_set_dbl_split\train\belly_pain\dunstan-eairh_44.wav,belly_pain/dunstan-eairh_44.wav,belly_pain,train,1,time_stretch,"{""rate"":0.900667}",4,4186487913334330272,virtual:aug_a3f4a9f18c2999908fc5
aug_32e36ea7f103ada6d7d5,rec_fac87a465c8472b089f6,D:\INFANT CRY\data_set_dbl_split\train\belly_pain\2250_F_eairh.wav,belly_pain/2250_F_eairh.wav,belly_pain,train,1,time_shift,"{""fraction"":0.0668503}",5,6812530598664272169,virtual:aug_32e36ea7f103ada6d7d5
aug_f787d2bb59b517362135,rec_0bf28df218daf1ccd7d4,D:\INFANT CRY\data_set_dbl_split\train\belly_pain\dunstan-eairh_31.wav,belly_pain/dunstan-eairh_31.wav,belly_pain,train,1,gaussian_noise,"{""noise_factor"":0.002316359}",6,14298296823838331171,virtual:aug_f787d2bb59b517362135
aug_11ed9cc6f7cf66fc29cb,rec_9b5466053393e9dbc382,D:\INFANT CRY\data_set_dbl_split\train\belly_pain\dunstan-eairh_23.wav,belly_pain/dunstan-eairh_23.wav,belly_pain,train,1,pitch_shift,"{""steps"":1.903771}",7,4715120785345572037,virtual:aug_11ed9cc6f7cf66fc29cb
aug_808b309f7f4547b9c5fe,rec_45acf6d12a71c4b85dfc,D:\INFANT CRY\data_set_dbl_split\train\belly_pain\dunstan-eairh_33.wav,belly_pain/dunstan-eairh_33.wav,belly_pain,train,1,pitch_shift,"{""steps"":-1.826973}",8,10519347032887745619,virtual:aug_808b309f7f4547b9c5fe
aug_814d8588617c608d8090,rec_4540c986f8cce2bafa2c,D:\INFANT CRY\data_set_dbl_split\train\belly_pain\1554_M_eairh.wav,belly_pain/1554_M_eairh.wav,belly_pain,train,1,time_stretch,"{""rate"":1.202824}",9,11898408516402750141,virtual:aug_814d8588617c608d8090
aug_35d48fb7f9531253ba7d,rec_ab7a13884b2d82c96982,D:\INFANT CRY\data_set_dbl_split\train\belly_pain\3858_M_eairh.wav,belly_pain/3858_M_eairh.wav,belly_pain,train,1,time_stretch,"{""rate"":0.782993}",10,9304200139278737233,virtual:aug_35d48fb7f9531253ba7d
aug_68ae1f31bbd791026243,rec_81fef69644989c4602c2,D:\INFANT CRY\data_set_dbl_split\train\belly_pain\4745_M_eairh.wav,belly_pain/4745_M_eairh.wav,belly_pain,train,1,gaussian_noise,"{""noise_factor"":0.004966541}",11,16721882693874217990,virtual:aug_68ae1f31bbd791026243
aug_43c3268b9470d0af2e5e,rec_43b3fbffb18394a3d9df,D:\INFANT CRY\data_set_dbl_split\train\belly_pain\dunstan-eairh_52.wav,belly_pain/dunstan-eairh_52.wav,belly_pain,train,1,pitch_shift,"{""steps"":1.100501}",12,10947337346941839661,virtual:aug_43c3268b9470d0af2e5e
aug_f2cc9776694ea450e90c,rec_4f5f3b672a3334ab6010,D:\INFANT CRY\data_set_dbl_split\train\belly_pain\4846_F_eairh.wav,belly_pain/4846_F_eairh.wav,belly_pain,train,1,pitch_shift,"{""steps"":-1.13831}",13,6945458736565870702,virtual:aug_f2cc9776694ea450e90c
aug_43331b5fddd4933b08e7,rec_fdf6fac981d89bd04593,D:\INFANT CRY\data_set_dbl_split\train\belly_pain\3344_M_eairh.wav,belly_pain/3344_M_eairh.wav,belly_pain,train,1,time_stretch,"{""rate"":1.077062}",14,17569868170401772156,virtual:aug_43331b5fddd4933b08e7
