sample_id,original_record_id,original_filepath,original_relative_path,label,partition,fold,augmentation_type,augmentation_params,augmentation_index,seed,output_reference
aug_3a2d33a433bbe65101cb,rec_aafa3341c5fa1ecbe434,D:\INFANT CRY\data_set_dbl_split\train\tired\3689_M_owh.wav,tired/3689_M_owh.wav,baby,train,4,gaussian_noise,"{""noise_factor"":0.004259121}",0,6802746621619967495,virtual:aug_3a2d33a433bbe65101cb
aug_3ff222a7a8d224794ddd,rec_aef5992e5f42844e0dda,D:\INFANT CRY\data_set_dbl_split\train\belly_pain\dunstan-eairh_53.wav,belly_pain/dunstan-eairh_53.wav,baby,train,4,pitch_shift,"{""steps"":1.011038}",1,15103123641202324041,virtual:aug_3ff222a7a8d224794ddd
aug_e277c591ae71a2e6d5c0,rec_7335dcde7a27046c15f5,D:\INFANT CRY\data_set_dbl_split\train\tired\2430_M_owh.wav,tired/2430_M_owh.wav,baby,train,4,pitch_shift,"{""steps"":-1.041179}",2,15797031191135825168,virtual:aug_e277c591ae71a2e6d5c0
aug_4d48b845f860d78254e0,rec_fe0571440bbcdcb5c944,D:\INFANT CRY\data_set_dbl_split\train\tired\4537_M_owh.wav,tired/4537_M_owh.wav,baby,train,4,time_stretch,"{""rate"":1.104887}",3,4789586023964318163,virtual:aug_4d48b845f860d78254e0
aug_d9c7fd8b5ec2db786684,rec_c18d49327c6e50d1e569,D:\INFANT CRY\data_set_dbl_split\train\tired\2156_M_owh.wav,tired/2156_M_owh.wav,baby,train,4,time_stretch,"{""rate"":0.909772}",4,9532004788415081784,virtual:aug_d9c7fd8b5ec2db786684
aug_8a4d8f036199f8f290bb,rec_2c14edaf86afba716162,D:\INFANT CRY\data_set_dbl_split\train\discomfort\dunstan-heh_17.wav,discomfort/dunstan-heh_17.wav,baby,train,4,time_shift,"{""fraction"":0.0702211}",5,3958193856654373554,virtual:aug_8a4d8f036199f8f290bb
aug_7fbdcef78c88f9bbe604,rec_69a30e7d7377d2349a7e,D:\INFANT CRY\data_set_dbl_split\train\burping\3070_M_eh.wav,burping/3070_M_eh.wav,baby,train,4,gaussian_noise,"{""noise_factor"":0.00229947}",6,16374042172669483427,virtual:aug_7fbdcef78c88f9bbe604
aug_747821a12ed06f638ecb,rec_74b7b7b269cccff509b6,D:\INFANT CRY\data_set_dbl_split\train\hungry\3478_M_neh.wav,hungry/3478_M_neh.wav,baby,train,4,pitch_shift,"{""steps"":2.195652}",7,11248969544125512411,virtual:aug_747821a12ed06f638ecb
aug_ca5d01072c7fdaca6dfa,rec_c5e06aded79f647ac036,D:\INFANT CRY\data_set_dbl_split\train\tired\2904_M_owh.wav,tired/2904_M_owh.wav,baby,train,4,pitch_shift,"{""steps"":-1.850984}",8,3342462531085047486,virtual:aug_ca5d01072c7fdaca6dfa
aug_d24d93d0c92e322c9153,rec_d024232db85b2dd5abc3,D:\INFANT CRY\data_set_dbl_split\train\burping\3773_M_eh.wav,burping/3773_M_eh.wav,baby,train,4,time_stretch,"{""rate"":1.223671}",9,14379828907741348769,virtual:aug_d24d93d0c92e322c9153
aug_f12e84d46ab9bf6bafdf,rec_1ea791cff25abaff0941,D:\INFANT CRY\data_set_dbl_split\train\burping\2111_M_eh.wav,burping/2111_M_eh.wav,baby,train,4,time_stretch,"{""rate"":0.823644}",10,10154827139054282413,virtual:aug_f12e84d46ab9bf6bafdf
aug_c8daf3968984ad3d94a1,rec_b4327cfdcef8a6d08926,D:\INFANT CRY\data_set_dbl_split\train\discomfort\4422_M_heh.wav,discomfort/4422_M_heh.wav,baby,train,4,gaussian_noise,"{""noise_factor"":0.004570394}",11,12313885788574808870,virtual:aug_c8daf3968984ad3d94a1
aug_7e0d97bd699e48274bc5,rec_0bf28df218daf1ccd7d4,D:\INFANT CRY\data_set_dbl_split\train\belly_pain\dunstan-eairh_31.wav,belly_pain/dunstan-eairh_31.wav,baby,train,4,pitch_shift,"{""steps"":0.91594}",12,13070207206187482771,virtual:aug_7e0d97bd699e48274bc5
aug_70045598a30b16be8c32,rec_7f7f270a8553f730c1c9,D:\INFANT CRY\data_set_dbl_split\train\tired\dunstan-owh_68.wav,tired/dunstan-owh_68.wav,baby,train,4,pitch_shift,"{""steps"":-1.046225}",13,168869663996232329,virtual:aug_70045598a30b16be8c32
